-2.284040e-01, -3.200645e-01, -1.017238e-01, -2.629543e-01, -1.147273e-01 
-1.256566e-01, -2.376564e-01, -7.991964e-02, -4.486976e-01, -4.688845e-01 
-2.736852e-01, -3.714015e-01, -1.652661e-01, -5.747065e-01, -5.679736e-01 
-4.773841e-01, -5.112005e-01, -3.307671e-01, -5.203891e-01, -5.846388e-01 
-3.807169e-01, -5.281210e-01, -3.147169e-01, -5.106829e-01, -8.273443e-01 
-2.843169e-01, -4.326154e-01, -2.748225e-01, -1.741537e-01, -8.451064e-01 
